ID,Seek_Help,Anonymity,Leave,Mental_Health_Consequence,Phys_Health_Consequence,Coworkers,Supervisor,Willingness_Mental_Health,Phys_Health_Interview,Mental_vs_Physical,Obs_Consequence,Age_Tier
881,Don't know,Yes,Very easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,No,Young
882,Don't know,Don't know,Don't know,Maybe,No,Some of them,Yes,No,No,Yes,Yes,Matured_Young
883,Don't know,Don't know,Somewhat difficult,No,No,Some of them,Yes,Yes,Yes,Yes,No,Matured_Young
884,Don't know,Don't know,Don't know,Maybe,Maybe,Some of them,No,No,Maybe,No,No,Matured_Young
885,No,Don't know,Don't know,Maybe,No,No,No,No,No,Don't know,No,Matured_Young
886,No,Don't know,Don't know,No,No,Some of them,Yes,No,No,Don't know,No,Young
887,Yes,Don't know,Somewhat easy,No,No,Some of them,Yes,No,Maybe,No,No,Matured_Young
888,No,Yes,Very easy,No,No,Some of them,Yes,No,No,Yes,No,Young
889,Yes,Don't know,Don't know,Maybe,Maybe,Some of them,Yes,Maybe,Maybe,Don't know,Yes,Matured_Young
890,Yes,Don't know,Don't know,Maybe,Maybe,Some of them,No,No,Maybe,Don't know,No,Matured_Young
891,No,Don't know,Very difficult,Yes,No,Some of them,No,No,Maybe,Don't know,No,Matured_Young
892,Don't know,Don't know,Don't know,No,No,Some of them,Yes,No,No,Don't know,No,Young
893,Yes,Don't know,Very difficult,Yes,Yes,Some of them,No,Maybe,Maybe,No,No,Young
894,Don't know,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,Yes,Don't know,No,Matured_Young
895,Don't know,Don't know,Somewhat difficult,No,No,Some of them,Yes,No,No,Don't know,No,Middle_Aged
896,Yes,Yes,Somewhat easy,No,No,Some of them,Yes,No,No,Yes,No,Matured_Young
897,No,Yes,Somewhat difficult,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,No,Matured_Young
898,No,Yes,Somewhat easy,No,No,Some of them,Yes,No,Maybe,Yes,No,Middle_Aged
899,Don't know,Don't know,Somewhat easy,No,No,Some of them,Yes,No,Maybe,No,No,Young
900,No,Don't know,Don't know,Yes,Maybe,No,No,No,Maybe,No,No,Young
901,No,Don't know,Very difficult,Yes,Yes,Some of them,No,No,No,No,Yes,Matured_Young
902,Yes,Yes,Very easy,Maybe,Maybe,Some of them,Some of them,No,No,Yes,Yes,Young
903,No,Yes,Very easy,No,No,No,No,No,Maybe,Yes,No,Young
904,No,Yes,Somewhat difficult,No,No,Some of them,Some of them,Maybe,Maybe,Don't know,No,Middle_Aged
905,Yes,Yes,Somewhat difficult,Yes,Maybe,No,No,No,Maybe,No,Yes,Middle_Aged
906,Yes,Don't know,Don't know,Yes,Maybe,No,No,No,No,Don't know,No,Young
907,No,Don't know,Don't know,Yes,Yes,No,No,No,No,No,No,Young
908,Don't know,Don't know,Don't know,Maybe,No,No,No,No,Maybe,Don't know,No,Matured_Young
909,Yes,Yes,Don't know,Maybe,Maybe,Yes,Yes,No,Maybe,Yes,Yes,Middle_Aged
910,No,Don't know,Somewhat easy,Yes,No,Some of them,No,No,Maybe,No,Yes,Middle_Aged
911,Yes,Don't know,Don't know,Maybe,Maybe,Some of them,No,No,No,Don't know,No,Middle_Aged
912,No,Don't know,Very easy,No,No,Yes,Yes,No,No,Don't know,No,Young
913,Yes,Don't know,Somewhat easy,No,No,Yes,Yes,No,No,Don't know,No,Matured_Young
914,No,Yes,Somewhat easy,No,No,Some of them,Yes,No,No,Don't know,No,Young
915,No,Don't know,Somewhat difficult,Yes,Maybe,Some of them,No,No,Maybe,No,No,Young
916,No,Yes,Somewhat easy,Maybe,Maybe,Some of them,Some of them,Maybe,Maybe,Don't know,No,Young
917,No,Yes,Somewhat difficult,No,No,Some of them,Some of them,No,No,Yes,No,Matured_Young
918,Yes,Yes,Very easy,No,No,Some of them,Yes,Maybe,Yes,Yes,No,Young
919,Don't know,Don't know,Don't know,Yes,Yes,No,No,No,No,Don't know,No,Young
920,Don't know,Don't know,Somewhat easy,No,No,Some of them,Yes,No,Yes,Don't know,No,Young
921,Yes,Yes,Somewhat difficult,Maybe,No,Some of them,Some of them,No,No,No,No,Matured_Young
922,No,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,No,Yes,No,Young
923,No,Yes,Somewhat difficult,Yes,Maybe,Some of them,Some of them,No,Yes,No,Yes,Matured_Young
924,Don't know,Don't know,Very easy,No,No,Yes,Yes,Yes,Yes,Yes,No,Matured_Young
925,No,Don't know,Don't know,Yes,Maybe,No,No,No,No,Don't know,No,Young
926,Don't know,Don't know,Don't know,Maybe,No,No,Some of them,No,Maybe,No,No,Matured_Young
927,Yes,Don't know,Somewhat easy,No,No,Some of them,Some of them,Maybe,Maybe,Yes,No,Young
928,No,Yes,Don't know,No,No,Yes,Yes,Maybe,Maybe,Don't know,No,Young
929,Don't know,Don't know,Very easy,No,No,Some of them,Yes,No,No,Don't know,No,Young
930,Yes,Yes,Somewhat difficult,Maybe,Maybe,Some of them,Yes,No,Maybe,Yes,No,Matured_Young
931,Yes,Don't know,Very easy,No,No,Some of them,Yes,No,Maybe,Yes,No,Matured_Young
932,Yes,Yes,Very difficult,Yes,Maybe,Some of them,No,No,Maybe,No,Yes,Matured_Young
933,No,Don't know,Very difficult,Yes,Yes,No,Some of them,No,Maybe,No,No,Matured_Young
934,Yes,Yes,Very difficult,Maybe,No,Some of them,Some of them,Yes,Yes,No,Yes,Young
935,No,Yes,Very difficult,Maybe,No,No,No,No,No,No,No,Matured_Young
936,Don't know,Don't know,Don't know,Yes,Maybe,No,No,No,Maybe,Don't know,No,Matured_Young
937,Don't know,Don't know,Don't know,No,No,Yes,Yes,Maybe,Maybe,Yes,Yes,Matured_Young
938,Yes,Yes,Somewhat easy,Maybe,No,Some of them,Some of them,No,No,Don't know,No,Matured_Young
939,Yes,Yes,Somewhat difficult,Maybe,Maybe,Some of them,Yes,No,Maybe,No,No,Matured_Young
940,Don't know,Don't know,Don't know,Maybe,No,Some of them,No,No,No,No,No,Young
941,Yes,Yes,Very difficult,Yes,No,Some of them,Some of them,No,Maybe,Don't know,Yes,Matured_Young
942,Don't know,Yes,Somewhat easy,Maybe,No,Some of them,Yes,No,No,Yes,No,Young
943,Yes,Don't know,Don't know,Yes,No,Some of them,No,No,No,Don't know,No,Matured_Young
944,Don't know,Don't know,Somewhat easy,Maybe,No,Some of them,No,No,Maybe,No,No,Young
945,No,Yes,Don't know,Yes,No,Some of them,No,No,No,No,No,Matured_Young
946,Yes,Don't know,Don't know,No,No,Some of them,Some of them,No,No,Yes,No,Middle_Aged
947,Yes,Don't know,Somewhat easy,No,No,Yes,Yes,Maybe,Yes,Yes,No,Matured_Young
948,Yes,Don't know,Very difficult,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,No,Matured_Young
949,Don't know,Yes,Very easy,Maybe,No,Some of them,Some of them,No,No,Don't know,No,Matured_Young
950,No,Yes,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No,Matured_Young
951,No,No,Somewhat easy,Yes,Maybe,Some of them,Yes,No,Maybe,No,Yes,Young
952,No,Don't know,Very difficult,Yes,Maybe,Some of them,Yes,No,Maybe,No,Yes,
953,Don't know,Don't know,Don't know,Yes,Maybe,Some of them,No,No,No,Don't know,No,Matured_Young
954,No,Yes,Don't know,Maybe,No,Some of them,Yes,Maybe,Maybe,Don't know,No,Matured_Young
955,No,Yes,Somewhat easy,No,No,Some of them,Yes,Yes,Yes,Yes,No,Matured_Young
956,Don't know,Don't know,Don't know,Yes,Maybe,No,No,No,No,No,No,Young
957,Yes,Yes,Very easy,No,No,Yes,Some of them,No,Maybe,Yes,No,Matured_Young
958,Don't know,Don't know,Don't know,No,No,Some of them,Some of them,No,Maybe,No,No,Young
959,Don't know,Don't know,Don't know,No,No,Some of them,Yes,Maybe,Maybe,Don't know,No,Matured_Young
960,No,Don't know,Very easy,No,No,No,Yes,No,Maybe,No,No,Matured_Young
961,No,Yes,Somewhat easy,No,No,Some of them,Yes,Yes,Yes,Yes,No,Young
962,No,Don't know,Somewhat difficult,Yes,Maybe,Yes,No,No,Maybe,Don't know,No,Matured_Young
963,No,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,Maybe,Don't know,No,Young
964,Yes,Don't know,Somewhat easy,Yes,Maybe,No,Some of them,No,Maybe,No,Yes,Middle_Aged
965,No,No,Very difficult,Yes,Maybe,Some of them,Some of them,No,Maybe,No,Yes,Matured_Young
966,No,Don't know,Very easy,Maybe,No,Some of them,Yes,No,Maybe,Yes,No,Young
967,Don't know,Don't know,Very easy,No,No,Yes,Yes,No,No,Don't know,No,Young
968,No,Don't know,Don't know,Maybe,No,Some of them,No,No,Maybe,Don't know,No,Middle_Aged
969,Yes,Yes,Very easy,No,No,Some of them,Yes,No,No,Don't know,No,Matured_Young
970,No,Don't know,Very difficult,Yes,Maybe,No,No,No,Maybe,No,Yes,Matured_Young
971,No,No,Very difficult,Yes,Yes,No,No,No,No,Yes,Yes,Young
972,Don't know,Don't know,Don't know,No,No,Yes,Yes,No,Maybe,Don't know,No,Matured_Young
973,Yes,Yes,Don't know,No,No,Yes,Yes,No,No,Yes,No,Middle_Aged
974,No,Don't know,Somewhat easy,No,No,Some of them,Yes,Maybe,Yes,Don't know,No,Young
975,Don't know,Don't know,Don't know,No,No,Some of them,Some of them,Maybe,Maybe,Don't know,No,Young
976,Yes,Yes,Somewhat easy,Maybe,Maybe,Some of them,Some of them,No,Maybe,No,Yes,Matured_Young
977,No,Yes,Somewhat easy,Maybe,Maybe,No,Some of them,No,Maybe,Don't know,Yes,Young
978,No,No,Somewhat easy,Maybe,No,No,No,No,No,Don't know,No,Young
979,No,Don't know,Somewhat easy,Maybe,Maybe,Yes,Yes,No,No,No,No,Young
980,No,Don't know,Don't know,Maybe,Maybe,Some of them,Yes,No,Maybe,No,No,Matured_Young
981,No,Yes,Somewhat easy,Yes,Maybe,Some of them,Some of them,Maybe,Maybe,Don't know,Yes,Matured_Young
982,Yes,No,Somewhat easy,Yes,Yes,Some of them,No,No,No,Don't know,No,Matured_Young
983,Don't know,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,Yes,Don't know,No,Young
984,No,Yes,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No,Young
985,No,Don't know,Very easy,No,No,Yes,Yes,No,Yes,Yes,No,Young
986,No,Don't know,Somewhat difficult,Yes,Yes,No,No,No,No,No,Yes,Matured_Young
987,No,No,Somewhat difficult,Yes,No,No,No,No,Yes,Yes,No,Young
988,Yes,Yes,Somewhat easy,No,No,No,No,No,Maybe,Don't know,No,Young
990,No,Yes,Somewhat easy,No,No,Some of them,Yes,No,No,Don't know,No,Matured_Young
991,Yes,Don't know,Very easy,No,No,Yes,Yes,No,No,Yes,No,Young
992,Don't know,Yes,Very easy,No,No,Some of them,No,No,No,Yes,No,Young
993,No,Yes,Very easy,Maybe,Maybe,No,No,No,No,Yes,No,Young
994,No,Don't know,Don't know,Yes,No,No,No,No,Maybe,Yes,No,Young
995,Don't know,Don't know,Somewhat easy,No,No,Some of them,Yes,No,No,Don't know,No,Matured_Young
996,No,Yes,Very easy,Maybe,No,Some of them,Yes,No,No,Don't know,No,Matured_Young
997,Don't know,Don't know,Don't know,Yes,Yes,No,No,No,No,Don't know,No,Young
998,No,Don't know,Don't know,Yes,No,No,No,No,No,Don't know,No,Matured_Young
999,No,Don't know,Don't know,No,No,No,No,No,No,Don't know,No,Young
1000,Don't know,Yes,Somewhat easy,No,No,Yes,Yes,Maybe,Maybe,Don't know,No,Young
1001,Don't know,Don't know,Don't know,Maybe,No,Some of them,Yes,No,Maybe,Don't know,No,Matured_Young
1002,No,Yes,Very easy,No,No,Yes,Yes,Maybe,Maybe,Don't know,No,Matured_Young
1003,Don't know,Don't know,Don't know,Maybe,No,Some of them,No,Maybe,Maybe,Don't know,Yes,Young
1004,No,Yes,Very easy,Yes,Yes,Some of them,Some of them,No,Maybe,Yes,Yes,Matured_Young
1005,Don't know,Don't know,Very easy,Maybe,No,Yes,Yes,No,No,Yes,No,Matured_Young
1006,Yes,Yes,Very easy,No,No,Yes,Yes,Yes,Yes,Don't know,No,Matured_Young
1007,No,Don't know,Don't know,Yes,No,Some of them,No,No,Maybe,Don't know,No,Matured_Young
1008,No,Yes,Somewhat easy,No,No,Some of them,Yes,Maybe,Yes,Yes,No,Matured_Young
1009,No,Don't know,Don't know,Yes,No,No,No,No,No,Don't know,No,Matured_Young
1010,Yes,Yes,Don't know,Maybe,No,No,Yes,No,No,Don't know,No,Matured_Young
1011,Don't know,Yes,Somewhat easy,Maybe,No,No,Some of them,No,No,Yes,No,Matured_Young
1012,Don't know,Don't know,Somewhat difficult,Yes,Maybe,Some of them,Some of them,No,No,No,Yes,Young
1013,Don't know,Don't know,Don't know,No,No,Some of them,Yes,No,No,Don't know,No,Matured_Young
1014,Yes,Yes,Don't know,Yes,Maybe,Some of them,Some of them,No,Maybe,Yes,No,Young
1015,No,Yes,Very easy,Maybe,No,Some of them,Yes,Maybe,Yes,Don't know,No,Young
1016,No,Don't know,Somewhat easy,No,No,Yes,Yes,No,Maybe,Yes,No,Young
1017,Yes,Don't know,Don't know,Yes,No,Some of them,Some of them,No,No,No,Yes,Middle_Aged
1018,No,Don't know,Don't know,Maybe,No,Some of them,No,No,Maybe,Don't know,No,Young
1019,No,Don't know,Somewhat easy,Yes,No,Some of them,Some of them,No,Yes,Don't know,Yes,Young
1020,No,Don't know,Somewhat easy,No,No,Some of them,Some of them,No,Maybe,No,No,Young
1021,Yes,Yes,Somewhat easy,Maybe,Maybe,Some of them,Some of them,No,No,No,Yes,Young
1022,Yes,Don't know,Somewhat easy,No,No,Yes,Yes,No,Maybe,Yes,No,Matured_Young
1023,No,Don't know,Don't know,Maybe,Maybe,No,No,No,Maybe,Don't know,No,Matured_Young
1024,No,Don't know,Somewhat easy,Maybe,No,Some of them,Some of them,No,Maybe,No,No,Matured_Young
1025,Don't know,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,No,Matured_Young
1026,Yes,Don't know,Don't know,Maybe,No,Some of them,Yes,Maybe,No,Yes,No,Young
1027,No,Don't know,Don't know,No,No,Some of them,Yes,Maybe,Maybe,Don't know,No,Young
1028,No,Don't know,Don't know,Yes,Yes,No,No,No,No,Don't know,No,Matured_Young
1029,Don't know,Don't know,Don't know,Maybe,Maybe,Some of them,Yes,No,No,Don't know,No,Matured_Young
1030,No,Don't know,Don't know,No,No,Some of them,Yes,No,No,Yes,No,Young
1031,Don't know,Yes,Don't know,No,No,Yes,Yes,Maybe,Maybe,Yes,No,Young
1032,Don't know,Don't know,Don't know,Yes,Maybe,Some of them,Some of them,No,Maybe,No,No,Matured_Young
1033,No,No,Very difficult,Yes,No,No,No,No,Yes,No,Yes,Young
1034,Don't know,Don't know,Don't know,Yes,Maybe,No,No,No,Maybe,Don't know,Yes,Matured_Young
1035,No,Don't know,Don't know,Maybe,No,No,Some of them,No,No,Don't know,No,Matured_Young
1036,No,Yes,Don't know,No,No,Yes,Yes,No,Maybe,Yes,No,Young
1037,Don't know,Yes,Don't know,Yes,No,Some of them,No,No,No,No,No,Matured_Young
1038,No,Don't know,Very easy,No,No,Some of them,Yes,No,Maybe,Yes,No,Matured_Young
1039,No,Don't know,Don't know,No,No,No,No,No,No,Don't know,No,Matured_Young
1040,No,Don't know,Somewhat easy,Yes,No,Some of them,Some of them,No,Maybe,No,No,Young
1041,Yes,Yes,Don't know,No,No,Some of them,Yes,No,No,Yes,No,Matured_Young
1042,Yes,Don't know,Don't know,Yes,No,No,No,No,Maybe,Don't know,No,Matured_Young
1043,No,Yes,Don't know,Maybe,No,Some of them,No,No,Maybe,Don't know,No,Young
1044,No,Don't know,Don't know,Maybe,No,Some of them,No,No,Yes,No,Yes,Young
1045,No,Yes,Don't know,Maybe,No,Some of them,No,No,Maybe,Don't know,No,Young
1046,No,Don't know,Somewhat easy,No,No,Some of them,Yes,No,No,Don't know,No,Matured_Young
1047,No,Don't know,Somewhat easy,No,No,Some of them,Some of them,No,No,Don't know,Yes,Young
1048,Yes,Yes,Very difficult,No,No,Some of them,Some of them,No,No,Yes,Yes,Matured_Young
1049,Yes,Yes,Somewhat difficult,No,No,Yes,Yes,No,Maybe,Yes,Yes,Matured_Young
1050,No,Don't know,Don't know,No,No,Some of them,Yes,No,Maybe,No,Yes,Young
1051,No,Don't know,Somewhat difficult,Yes,No,No,Some of them,No,Maybe,No,No,Young
1052,No,Yes,Very easy,No,No,Some of them,Some of them,No,Maybe,No,No,Matured_Young
1053,Don't know,Don't know,Very easy,No,No,Some of them,Some of them,No,No,Don't know,No,Matured_Young
1054,Don't know,Don't know,Don't know,Maybe,No,Some of them,No,No,Maybe,No,No,Matured_Young
1055,Don't know,Yes,Very easy,No,No,Some of them,Yes,No,No,Yes,No,Matured_Young
1056,Don't know,Don't know,Don't know,Maybe,No,Some of them,Yes,Maybe,Maybe,Don't know,No,Young
1057,No,No,Very easy,Maybe,No,Some of them,Yes,No,Maybe,Yes,No,Matured_Young
1058,Don't know,Don't know,Don't know,Maybe,No,Some of them,No,No,Maybe,Don't know,No,Young
1059,Yes,Yes,Very easy,No,No,Some of them,Some of them,No,Yes,Don't know,No,Young
1060,No,Don't know,Somewhat easy,No,No,Some of them,Yes,Maybe,Maybe,Don't know,No,Young
1061,No,Yes,Very difficult,Maybe,No,Some of them,No,No,Maybe,No,No,Young
1062,No,Yes,Somewhat difficult,No,No,No,No,No,No,Don't know,No,Matured_Young
1063,No,Don't know,Somewhat easy,Maybe,No,Some of them,No,No,Maybe,Don't know,No,Young
1064,No,Don't know,Somewhat easy,Maybe,No,Yes,Yes,No,No,Don't know,No,Young
1065,No,Yes,Don't know,No,No,Some of them,Yes,No,Maybe,No,Yes,Young
1066,Don't know,Don't know,Somewhat easy,Maybe,Maybe,No,Some of them,No,Maybe,Don't know,No,Matured_Young
1067,Don't know,Don't know,Somewhat difficult,Maybe,No,No,Yes,No,No,Don't know,No,Young
1068,Yes,Yes,Don't know,Maybe,No,Some of them,Yes,No,Maybe,Don't know,No,Middle_Aged
1069,No,Don't know,Very difficult,Yes,Maybe,Some of them,No,No,Maybe,No,No,Matured_Young
1070,No,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,Maybe,No,No,Matured_Young
1071,Yes,Don't know,Don't know,Maybe,No,No,No,No,No,Don't know,No,Matured_Young
1072,Yes,Don't know,Don't know,Maybe,Maybe,Some of them,No,No,No,Yes,Yes,Matured_Young
1073,No,Don't know,Don't know,No,No,Some of them,Yes,No,No,Don't know,No,Young
1074,No,Don't know,Somewhat easy,Maybe,No,Some of them,No,No,Maybe,No,No,Young
1075,Yes,Yes,Don't know,Yes,Yes,No,No,No,Maybe,No,Yes,Matured_Young
1076,Don't know,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,Maybe,Don't know,No,Matured_Young
1077,Yes,Yes,Very difficult,Maybe,No,Yes,Some of them,No,Maybe,No,Yes,Young
1078,Don't know,Don't know,Don't know,Yes,Maybe,No,No,No,Maybe,Don't know,No,Matured_Young
1079,No,Yes,Very difficult,Maybe,No,Some of them,Yes,No,Maybe,No,No,Matured_Young
1080,No,Yes,Very easy,Maybe,No,Yes,Yes,No,Maybe,No,No,Young
1081,Yes,Don't know,Very difficult,No,Maybe,Yes,Yes,Maybe,No,Yes,No,Young
1082,No,Don't know,Somewhat difficult,Yes,No,No,No,No,Maybe,No,No,Young
1083,Don't know,Don't know,Somewhat easy,No,No,Some of them,Some of them,No,No,Yes,No,Matured_Young
1084,Yes,Yes,Somewhat easy,Maybe,Maybe,Some of them,Some of them,No,Maybe,No,No,Matured_Young
1085,No,Yes,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No,Matured_Young
1086,No,Don't know,Somewhat difficult,No,No,Yes,Yes,No,No,Yes,No,Matured_Young
1087,Yes,Don't know,Don't know,Yes,Maybe,Some of them,No,No,No,No,No,Matured_Young
1088,Don't know,Yes,Don't know,No,No,Some of them,Yes,No,Maybe,Don't know,No,Matured_Young
1089,Don't know,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,No,Yes,No,Young
1091,Don't know,Don't know,Somewhat easy,Maybe,No,Some of them,Some of them,No,Maybe,No,No,Matured_Young
1092,No,Don't know,Very difficult,Yes,No,Yes,Yes,No,Yes,No,No,Matured_Young
1093,Don't know,Yes,Don't know,Yes,No,No,No,No,No,Yes,No,Young
1094,Yes,Yes,Very easy,No,No,No,Yes,No,No,Yes,No,Matured_Young
1095,No,No,Very difficult,No,No,No,No,No,No,No,Yes,Matured_Young
1096,No,Don't know,Very easy,No,No,Yes,Yes,Maybe,Yes,Yes,No,Young
1097,Don't know,Don't know,Somewhat difficult,Maybe,No,Some of them,Some of them,No,Maybe,Don't know,Yes,Matured_Young
1098,Don't know,Yes,Somewhat easy,No,No,Some of them,Yes,No,Maybe,Yes,No,Young
1099,Don't know,Don't know,Don't know,No,No,Yes,Some of them,No,No,Yes,No,Matured_Young
1100,Yes,Don't know,Don't know,Maybe,No,Some of them,Yes,Maybe,Yes,Don't know,No,Young
1101,No,Don't know,Don't know,Maybe,No,Some of them,No,No,Maybe,Don't know,No,Young
1102,No,No,Very difficult,Yes,Yes,No,No,No,Maybe,No,Yes,Matured_Young
1103,No,Don't know,Somewhat easy,No,No,Yes,Some of them,No,No,Yes,No,Matured_Young
1104,No,Don't know,Don't know,Yes,Maybe,Some of them,No,No,Maybe,Don't know,No,Middle_Aged
1105,Don't know,Don't know,Somewhat easy,Maybe,No,No,Some of them,No,Maybe,Don't know,No,Young
1106,No,Don't know,Don't know,Maybe,Maybe,Some of them,Yes,No,No,Don't know,No,Middle_Aged
1107,Don't know,Don't know,Very easy,No,No,Yes,Yes,Maybe,Yes,Yes,No,Young
1108,Don't know,Don't know,Don't know,Yes,No,No,No,No,Maybe,Don't know,No,Matured_Young
1109,No,No,Very easy,Maybe,Maybe,Some of them,Some of them,Maybe,Maybe,Don't know,No,Young
1110,Don't know,Yes,Very easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,No,Matured_Young
1111,No,Yes,Somewhat easy,Maybe,Maybe,Yes,Some of them,No,Yes,No,No,Young
1112,No,Don't know,Don't know,Maybe,No,Some of them,No,Maybe,Yes,Don't know,No,Matured_Young
1113,Don't know,Don't know,Very easy,No,No,Yes,Yes,Maybe,Yes,Don't know,No,Young
1114,Don't know,Don't know,Somewhat easy,Maybe,No,Some of them,Some of them,No,Maybe,Don't know,No,Matured_Young
1115,No,Yes,Don't know,Maybe,No,No,No,No,Maybe,Don't know,Yes,Young
1116,Don't know,Don't know,Very easy,Maybe,No,Yes,Some of them,No,Maybe,Don't know,No,Matured_Young
1117,Don't know,Don't know,Don't know,Yes,Maybe,No,Some of them,No,Maybe,Don't know,No,Middle_Aged
1118,Yes,Yes,Somewhat easy,Yes,No,No,Yes,No,Yes,Don't know,No,Matured_Young
1119,No,Don't know,Don't know,Yes,Yes,No,No,No,No,Don't know,No,Matured_Young
1120,Yes,Yes,Very easy,No,No,Some of them,Yes,No,Yes,No,Yes,Matured_Young
1121,Yes,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,No,No,No,Matured_Young
1122,Don't know,Don't know,Very easy,Maybe,No,Some of them,Some of them,No,Maybe,No,No,Matured_Young
1123,Don't know,Don't know,Don't know,No,No,Some of them,Some of them,No,Maybe,Don't know,No,Middle_Aged
1124,Don't know,Yes,Don't know,No,No,No,No,No,No,Yes,No,Matured_Young
1125,No,Don't know,Don't know,Maybe,No,Yes,Yes,Maybe,Yes,No,Yes,Young
1126,Don't know,Don't know,Don't know,No,No,Some of them,Some of them,Maybe,Maybe,Don't know,No,Young
1128,No,Yes,Somewhat easy,Maybe,No,Some of them,Yes,No,Maybe,Yes,No,Matured_Young
1129,No,Yes,Somewhat easy,Maybe,No,No,No,No,Yes,No,No,Young
1130,No,Don't know,Don't know,Yes,No,Some of them,Some of them,No,Yes,No,No,Matured_Young
1131,No,Don't know,Don't know,Maybe,No,No,No,No,No,Don't know,Yes,Matured_Young
1132,No,Yes,Somewhat easy,Maybe,Maybe,Some of them,No,No,No,Don't know,No,Matured_Young
1133,Yes,No,Somewhat difficult,Yes,No,No,No,No,Maybe,No,Yes,Young
1134,Yes,No,Somewhat difficult,Yes,No,No,No,No,Maybe,No,Yes,Young
1135,No,Yes,Somewhat easy,Maybe,No,Yes,Yes,Maybe,Maybe,No,No,Young
1136,No,Yes,Very easy,No,No,Some of them,Yes,No,Maybe,Yes,No,Young
1137,No,Don't know,Somewhat difficult,Maybe,Maybe,Some of them,Some of them,Maybe,Maybe,Don't know,No,Matured_Young
1138,No,Don't know,Somewhat easy,Maybe,No,No,No,No,No,Don't know,No,Young
1139,Don't know,Don't know,Don't know,Maybe,No,Some of them,No,No,No,Don't know,No,Young
1140,No,Yes,Very difficult,No,No,Yes,Yes,Yes,Yes,Don't know,No,Young
1141,Don't know,Don't know,Don't know,Maybe,Maybe,No,No,No,Yes,Don't know,Yes,Young
1142,No,Don't know,Somewhat easy,Yes,Maybe,No,No,No,No,Don't know,Yes,Young
1143,No,Yes,Don't know,Maybe,No,No,No,No,Yes,Yes,No,Young
1144,Yes,Yes,Somewhat difficult,No,No,Yes,Yes,No,Yes,Yes,No,Young
1145,No,Don't know,Don't know,Maybe,No,No,No,No,No,Don't know,No,Young
1146,Don't know,Don't know,Very easy,No,No,Some of them,Yes,Maybe,Yes,Don't know,No,Matured_Young
1147,No,Yes,Very easy,Maybe,Maybe,Some of them,Yes,Maybe,Maybe,Yes,No,Matured_Young
1148,Yes,Don't know,Somewhat easy,Yes,No,No,Some of them,No,Yes,Don't know,No,Matured_Young
1149,Don't know,Don't know,Don't know,Maybe,No,No,Some of them,No,Maybe,Don't know,No,Matured_Young
1150,Yes,Yes,Somewhat difficult,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,Yes,Matured_Young
1151,No,Don't know,Don't know,Yes,Maybe,Some of them,No,No,Maybe,Don't know,No,Young
1152,Don't know,Don't know,Don't know,No,No,Yes,Yes,No,Maybe,No,No,Matured_Young
1153,Yes,Yes,Very easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,No,Matured_Young
1154,No,Don't know,Somewhat easy,Yes,No,Some of them,Some of them,No,Maybe,Don't know,No,Matured_Young
1155,No,Don't know,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No,Matured_Young
1156,Don't know,Don't know,Very easy,Yes,Yes,Some of them,Some of them,No,No,Don't know,No,Matured_Young
1157,Don't know,Don't know,Somewhat easy,No,No,Some of them,Some of them,No,No,Don't know,No,Young
1158,No,Don't know,Don't know,No,No,No,No,No,No,Don't know,No,Young
1159,Don't know,Don't know,Don't know,Yes,No,No,No,No,No,No,No,Middle_Aged
1160,No,Don't know,Don't know,Yes,No,Some of them,Some of them,No,Maybe,Don't know,No,Young
1161,Yes,Don't know,Don't know,Maybe,Yes,Some of them,No,No,No,Yes,No,Young
1162,No,Don't know,Don't know,Yes,Yes,No,No,No,No,Don't know,No,Young
1163,Don't know,Don't know,Somewhat easy,Maybe,No,Some of them,Some of them,Maybe,Maybe,Don't know,No,Young
1164,No,Yes,Don't know,Maybe,No,Some of them,Some of them,No,Maybe,No,No,Middle_Aged
1165,Don't know,Don't know,Don't know,Maybe,No,Yes,Yes,No,No,Don't know,No,Matured_Young
1166,Yes,Don't know,Don't know,Maybe,No,Some of them,No,No,Maybe,Don't know,No,Young
1167,No,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,Yes,Don't know,No,Matured_Young
1168,No,No,Very difficult,Yes,No,No,No,No,Maybe,Yes,No,Young
1169,Don't know,Don't know,Don't know,Maybe,No,Some of them,No,No,No,No,No,Matured_Young
